	category	country	country_short	lang	lang_short	name	region	subject	text	type	url	lat_lon
359	National	Luxemburg	LU	English	en	chronicle-lu	European Union	General News	Chronicle - LU	webnews	https://chronicle.lu/	(49.8158683, 6.1296751)
360	National	Canada	CA	French	fr	lapresse-CA	North America	General News	La Presse	webnews	http://www.lapresse.ca/	(45.5063136, -73.55737016857714)
361	National	Poland	PL	Polish	pl	kurierlubelski	European Union	General News	Kurier Lubelski	webnews	http://www.kurierlubelski.pl/	(51.2474213, 22.5645846)
362	National	Finland	FI	Finnish	fi	porssihuone	European Union	General News	Pörssihuone	webnews	http://www.porssihuone.fi/	(63.2467777, 25.9209164)
363	National	Iraq	IQ	Arabic	ar	albadeeliraq	Middle East	General News	Albadeeliraq	webnews	http://www.albadeeliraq.com/	(33.0955793, 44.1749775)
364	National	Russia	RU	Russian	ru	kremlin	Asia	General News	Kremlin	webnews	http://kremlin.ru/	(55.7514952, 37.618153095505875)
365	National	Egypt	EG	Arabic	ar	timemasrya	Africa	General News	timemasrya	webnews	https://timemasrya.com/	(26.2540493, 29.2675469)
366	National	Zimbabwe	ZW	English	en	theindependent	Africa	General News	The Zimbabwe Independent	webnews	http://www.theindependent.co.zw/	(-18.4554963, 29.7468414)
367	National	USA	US	English	en	foxcarolina	North America	General News	Foxcarolina	webnews	http://www.foxcarolina.com/	(39.7837304, -100.4458825)
368	National	Brazil	BR	English	en	istoe	South America	General News	ISTOÉ Independente	webnews	http://istoe.com.br/	(-10.3333333, -53.2)
369	National	North Macedonia	MK	Macedonian	mk	makfax	EU Candidate	General News	Makfax vesnik	webnews	https://makfax.com.mk/	(41.6171214, 21.7168387)
370	National	USA	US	English	en	cato	North America	General News	Cato Institute	webnews	http://www.cato.org/	(32.78504305, -79.93727885461223)
371	National	Chile	CL	Spanish	es	pudahuel	South America	General News	Pudahuel FM	webnews	http://www.pudahuel.cl/	(-31.7613365, -71.3187697)
372	National	South Africa	ZA	English	en	mediamonitoringafrica	Africa	General News	Media Monitoring Africa	webnews	http://www.mediamonitoringafrica.org/	(-28.8166236, 24.991639)
373	National	Italy	IT	Italian	it	mrwebmaster	European Union	General News	Mr. Webmaster	webnews	https://news.mrwebmaster.it/	(40.7258671, 17.5770033)
374	International	Yemen	YE	Arabic	ar	marebpress	Middle East	General News	marebpress	webnews	http://marebpress.net/	(16.3471243, 47.8915271)
375	National	Belgium	BE	English	en	contexte	European Union	General News	Contexte	webnews	https://www.contexte.com/	(50.6402809, 4.6667145)
376	National	Germany	DE	German	de	solinger-tageblatt	European Union	General News	solinger-tageblatt	webnews	http://www.solinger-tageblatt.de/	(51.1733728, 7.0835018)
377	National	USA	US	English	en	barrons	North America	General News	Barron's	webnews	https://www.barrons.com/	(31.5649426, -97.1502469)
378	National	United Kingdom	GB	English	en	geog	Europe Other	General News	migration NGO - Migration Research Unit	webnews	http://www.geog.ucl.ac.uk/mru/	(54.7023545, -3.2765753)
379	Regional	Portugal	PT	Portuguese	pt	dnoticias	European Union	General News	Diário de Notícias Madeira	webnews	https://www.dnoticias.pt/	(40.0332629, -7.8896263)
380	National	Romania	RO	Romanian	ro	cotidianul	European Union	General News	Cotidianul	webnews	http://www.cotidianul.ro/	(45.9852129, 24.6859225)
381	National	Turkey	TR	Turkish	tr	corumhaber	EU Candidate	General News	Çorum Haber Gazetesi	webnews	http://www.corumhaber.net/	(38.9597594, 34.9249653)
382	National	Sweden	SE	Swedish	sv	pvmagasinet	European Union	General News	Plåt & Vent Magasinet	webnews	http://pvmagasinet.se/	(58.22384875, 13.167946802216228)
383	National	Greece	GR	Modern Greek (1453-)	el	tornosnews	European Union	General News	Tornos News	webnews	http://www.tornosnews.gr/	(38.9953683, 21.9877132)
384	National	Sweden	SE	Swedish	sv	ttela	European Union	General News	ttela	webnews	http://www.ttela.se/	(59.6749712, 14.5208584)
385	National	Switzerland	CH	German	de	cash	Europe Other	General News	cash	webnews	http://www.cash.ch/	(46.1963959, 6.142956)
386	National	Italy	IT	Italian	it	blastingnews	European Union	General News	Blasting News - IT	webnews	https://it.blastingnews.com/	(42.6384261, 12.674297)
387	National	France	FR	French	fr	afrique-asie	European Union	General News	Afrique Asie	webnews	http://www.afrique-asie.fr/	(48.8708665, 2.3738992)
388	National	Italy	IT	Italian	it	gazzettadellemilia	European Union	General News	Gazzetta dell'Emilia	webnews	https://www.gazzettadellemilia.it/	(42.6384261, 12.674297)
389	National	Uganda	UG	English	en	redpepper	Africa	General News	Red Pepper	webnews	http://www.redpepper.co.ug/	(0.3638496, 32.698353)
390	Local	Italy	IT	Italian	it	laprovinciadisondrio	European Union	General News	La provincia di Sondrio	webnews	http://www.laprovinciadisondrio.it/	(46.32336235, 10.258413671017703)
391	International	Poland	PL	Polish	pl	pap-h	European Union	General News	Polish Press Agency (Polish)	webnews	https://www.pap.pl/	(52.0189912, 19.19558554308718)
392	National	United Kingdom	GB	English	en	nature-nchembio	Europe Other	General News	Nature - Chemical Biology	webnews	https://www.nature.com/nchembio	(54.7023545, -3.2765753)
393	National	Belgium	BE	Dutch	nl	gent	European Union	General News	gent	webnews	https://stad.gent/	(51.0538286, 3.7250121)
394	National	Canada	CA	English	en	novascotia	North America	General News	Nova Scotia	webnews	http://novascotia.ca/	(45.1960403, -63.1653789)
395	National	Brazil	BR	Portuguese	pt	metrojornal	South America	General News	metrojornal	webnews	https://www.metrojornal.com.br/	(-10.3333333, -53.2)
396	National	United Kingdom	GB	English	en	newstatesman	Europe Other	General News	New Statesman	webnews	https://www.newstatesman.com/international	(52.4420392, -1.9014727)
397	National	Sweden	SE	Swedish	sv	skolverket	European Union	General News	skolverket	webnews	http://www.skolverket.se/	(59.3330779, 18.0458789)
398	National	Greece	GR	Modern Greek (1453-)	el	news-gr	European Union	General News	News - Athens	webnews	http://www.news.gr/	(38.9953683, 21.9877132)
399	National	Ireland	IE	English	en	siliconrepublic	European Union	General News	Silicon Republic	webnews	http://www.siliconrepublic.com/	(52.865196, -7.9794599)
400	National	Greece	GR	Modern Greek (1453-)	el	fimotro	European Union	General News	fimotro	webnews	https://fimotro.gr/	(38.9953683, 21.9877132)
401	National	Kosovo	XK	Albanian	sq	infokosova	Europe Other	General News	infokosova	webnews	https://infokosova.org/	(42.5869578, 20.9021231)
402	National	Germany	DE	English	en	epim	European Union	General News	migration NGO - European Programme for Integration and Migration (EPIM)	webnews	http://www.epim.info/	(51.0834196, 10.4234469)
403	National	USA	US	English	en	care	North America	General News	Care	webnews	https://www.care.org/	(37.3060544, -121.9775395)
404	National	USA	US	English	en	erietvnews	North America	General News	ErieTVNews	webnews	http://www.erietvnews.com/	(39.7837304, -100.4458825)
405	National	Ireland	IE	English	en	clarechampion	European Union	General News	The Clare Champion	webnews	http://www.clarechampion.ie/	(52.865196, -7.9794599)
406	National	Italy	IT	Italian	it	cronacaqui	European Union	General News	Cronaca qui	webnews	https://www.cronacaqui.it/	(42.6384261, 12.674297)
407	National	Russia	RU	Russian	ru	kavkaz-uzel-ru	Asia	General News	Caucasian Knot	webnews	http://www.kavkaz-uzel.ru/	(64.6863136, 97.7453061)
408	National	Yemen	YE	Arabic	ar	AthThawrah-ar	Middle East	General News	Althawra news	webnews	http://www.althawranews.net/portal/	(16.3471243, 47.8915271)
409	National	Italy	IT	Italian	it	ilvostropensiero	European Union	General News	Il vostro pensiero	webnews	https://www.ilvostropensiero.it/	(42.6384261, 12.674297)
410	National	Iran	IR	Persian	fa	kar-online	Middle East	General News	Kar Online	webnews	http://www.kar-online.com/	(32.6475314, 54.5643516)
411	Regional	Netherlands	NL	Dutch	nl	medischcontact	European Union	General News	Medisch contact	webnews	https://www.medischcontact.nl/	(52.5001698, 5.7480821)
412	National	Denmark	DK	Danish	da	amtsavisen	European Union	General News	Amtsavisen	webnews	http://amtsavisen.dk	(55.670249, 10.3333283)
413	National	USA	US	English	en	readingeagle	North America	General News	readingeagle	webnews	http://www.readingeagle.com/	(39.7837304, -100.4458825)
414	National	Angola	AO	Portuguese	pt	guardiao-ao	Africa	General News	O Guardião	webnews	http://guardiao-ao.com/	(-11.8775768, 17.5691241)
415	Regional	Spain	ES	Spanish	es	heraldo	European Union	General News	Heraldo de Aragon	webnews	https://www.heraldo.es/	(41.6498131, -0.8829096)
416	National	Sweden	SE	Swedish	sv	bequoted	European Union	General News	beQuoted	webnews	http://www.bequoted.com/	(59.6749712, 14.5208584)
417	National	Australia	AU	English	en	yahoo-au	Oceania	General News	Yahoo news	webnews	https://au.news.yahoo.com/	(-24.7761086, 134.755)
418	Regional	Germany	DE	German	de	ka-news	European Union	General News	Karlsruhe News - KSC, Sport, Veranstaltungen, Karlsruhe | ka-news	webnews	https://www.ka-news.de/	(51.0834196, 10.4234469)
419	National	United Kingdom	GB	English	en	newswales	Europe Other	General News	News Wales	webnews	http://www.newswales.co.uk/	(52.8162701, -0.1605463)
420	National	Latvia	LV	Latvian	lv	rakstiskatulkosana	European Union	General News	Rakstiskā tulkošana	webnews	https://www.rakstiskatulkosana.lu.lv/	(56.8406494, 24.7537645)
421	National	Japan	JP	Japanese	ja	miyakomainichi	Asia	General News	Miyako Mainichi Shimbun	webnews	http://www.miyakomainichi.co.jp/	(36.5748441, 139.2394179)
422	Local	Italy	IT	English	en	ecsj2020	European Union	General News	ecsj2020	webnews	http://www.ecsj2020.eu/	(42.6384261, 12.674297)
423	National	Jordan	JO	Arabic	ar	watananews	Middle East	General News	Watana News	webnews	http://watananews.com/	(31.1667049, 36.941628)
424	Regional	Cambodia	KH	Central Khmer	km	akp-km	Asia	General News	Agence Kampuchea Press (khmer)	webnews	http://akp.gov.kh/kh	(13.5066394, 104.869423)
425	National	USA	US	English	en	worldbank	North America	General News	migration NGO - World Bank Open Data	webnews	https://data.worldbank.org/	(39.7837304, -100.4458825)
426	National	Kazakhstan	KZ	Russian	ru	azh	Asia	General News	Ak Zhajyk	webnews	http://www.azh.kz/	(47.2286086, 65.2093197)
427	National	Italy	IT	English	en	remote-euproject	European Union	General News	remote eu project	webnews	https://www.remote-euproject.eu/	(42.6384261, 12.674297)
428	National	Ukraine	UA	Russian	ru	kha-comments	Europe Other	General News	Kharkov Comments	webnews	https://kharkov.comments.ua/	(49.4871968, 31.2718321)
429	National	Sweden	SE	Swedish	sv	hype	European Union	General News	Hype	webnews	http://hype.se/	(60.4866082, 15.4344516)
430	National	Switzerland	CH	German	de	DerBund	Europe Other	General News	Ber Bund	webnews	http://www.derbund.ch/	(46.7985624, 8.2319736)
431	Local	Romania	RO	Romanian	ro	caon	European Union	General News	caon	webnews	https://www.caon.ro/	(45.9852129, 24.6859225)
432	National	USA	US	English	en	therising	North America	General News	The rising	webnews	https://therising.co/	(41.0723667, -73.7655752)
433	National	Sweden	SE	Swedish	sv	officersforbundet	European Union	General News	officersforbundet	webnews	https://www.officersforbundet.se/	(59.6749712, 14.5208584)
434	National	Romania	RO	Romanian	ro	ziare	European Union	General News	Ziare	webnews	https://ziare.com/	(44.9377293, 26.006161)
435	National	Germany	DE	German	de	hamburg-polizei	European Union	General News	Polizei Hamburg	webnews	http://www.hamburg.de/polizei/	(53.5489226, 9.96273346625962)
436	National	Armenia	AM	English	en	arka-am-en	Asia	General News	ARKA - english	webnews	http://arka.am/en/	(40.7696272, 44.6736646)
437	National	Domenican Republic	DO	English	en	dominicantoday	Central America	General News	Dominican Today	webnews	http://www.dominicantoday.com/	(None, None)
438	National	Guatemala	GT	Spanish	es	emisorasunidas	Central America	General News	Emisoras Unidas	webnews	http://emisorasunidas.com/	(15.6356088, -89.8988087)
439	National	France	FR	English	en	alstom	European Union	General News	Alstom	webnews	http://www.alstom.com/	(48.7025195, 6.187043943777582)
440	National	Belgium	BE	Dutch	nl	weekend-knack-lifestyle	European Union	General News	Knack Weekend - Inspiratie voor uw lifestyle	webnews	https://weekend.knack.be/lifestyle/	(50.6402809, 4.6667145)
441	National	Slovenia	SI	Slovenian	sl	vlada-si	European Union	General News	Dolenjski List	webnews	http://www.vlada.si/	(45.8133113, 14.4808369)
442	Regional	Poland	PL	Polish	pl	tuwroclaw	European Union	General News	tuWroclaw	webnews	http://www.tuwroclaw.com/	(52.0189912, 19.19558554308718)
443	National	Spain	ES	Spanish	es	todotransporte	European Union	General News	TodoTransporte	webnews	http://www.todotransporte.com/	(39.3262345, -4.8380649)
444	National	Qatar	QA	Arabic	ar	al-watan	Middle East	General News	Al Watan	webnews	http://www.al-watan.com/	(25.2786902, 51.5422926)
445	National	Aruba	AW	Papiamento	pap	arubanative	North America	General News	Aruba Native | News & Trends	webnews	https://arubanative.com/	(None, None)
446	Regional	Italy	IT	Italian	it	targatocn	European Union	General News	targatocn	webnews	http://www.targatocn.it/	(42.6384261, 12.674297)
447	National	Poland	PL	English	en	vsquare-org	European Union	General News	VSQUARE.ORG - is an independent, cross-border journalism initiative dedicated to improving  the quality of investigative reporting and independent press in the Visegrad Region	webnews	https://vsquare.org/	(52.0189912, 19.19558554308718)
448	National	Guinea	GN	French	fr	lexpressguinee	Africa	General News	L’Express Guinee	webnews	http://lexpressguinee.com/	(10.7226226, -10.7083587)
449	International	Japan	JP	Japanese	ja	bonichi	Asia	General News	Bonichi	webnews	http://www.bonichi.com/	(36.5748441, 139.2394179)
450	National	Sweden	SE	Swedish	sv	miljo-utveckling	European Union	General News	Miljö & Utveckling	webnews	http://miljo-utveckling.se/	(62.64677705, 17.933905355895376)
451	International	Switzerland	CH	English	en	globalprotectioncluster	Europe Other	General News	migration NGO3 - Globalprotectioncluster	webnews	http://www.globalprotectioncluster.org/	(46.7985624, 8.2319736)
452	National	Israel	IL	Arabic	ar	panet	Middle East	General News	Panet	webnews	http://www.panet.co.il/online/index.html	(31.5313113, 34.8667654)
453	International	St. Lucia	LC	English	en	rcistlucia	Central America	General News	Radio Caribbean International	webnews	http://www.rcistlucia.com/	(14.0171828, -60.9897554)
454	National	Spain	ES	Spanish	es	fotocasa	European Union	General News	fotocasa	webnews	https://www.fotocasa.es/es/	(39.3262345, -4.8380649)
455	National	France	FR	French	fr	nordeclair	European Union	General News	Nord Eclair	webnews	http://www.nordeclair.fr/	(46.603354, 1.8883335)
456	National	United Kingdom	GB	English	en	gentside-co	Europe Other	General News	Gentside, the male portal	webnews	https://www.gentside.co.uk/	(54.7023545, -3.2765753)
457	National	Azerbaijan	AZ	English	en	news-az	Asia	General News	News.az - latest news from Azerbaijan	webnews	https://news.az/	(40.3936294, 47.7872508)
458	National	Ukraine	UA	Russian	ru	lviv-online	Europe Other	General News	Lviv Online – афіша Львів	webnews	http://lviv-online.com/ua/	(49.4871968, 31.2718321)
459	National	Indonesia	ID	Indonesian	id	kompas	Asia	General News	Kompas	webnews	https://www.kompas.com/	(-7.2754978999999995, 112.7459176960194)
460	National	Austria	AT	German	de	news-at	European Union	General News	NEWS AT	webnews	http://www.news.at/	(47.2318714, 11.287912)
461	National	USA	US	English	en	wtva	North America	General News	wtva	webnews	http://www.wtva.com/	(34.3234383, -88.7108868)
462	International	USA	US	English	en	hjnews	North America	General News	Highlands Today	webnews	http://news.hjnews.com/	(39.7837304, -100.4458825)
463	National	Nepal	NP	English	en	marianasvariety	Oceania	General News	Marianas Variety - expired	webnews	https://www.mvariety.com/	(28.1083929, 84.0917139)
464	National	Armenia	AM	English	en	news-am	Asia	General News	NEWSam	webnews	http://news.am/eng/	(40.7696272, 44.6736646)
465	National	Moldova	MD	Romanian	ro	interlic	Europe Other	General News	Interlic	webnews	http://www.interlic.md/	(47.2879608, 28.5670941)
466	National	Ireland	IE	Irish	ga	tg4-ie-ga	European Union	General News	TG4 - Irish language television channel	TVRadio	http://www.tg4.ie/ga/nuacht/	(52.865196, -7.9794599)
467	National	Slovenia	SI	Slovenian	sl	bicikel	European Union	General News	bicikel	webnews	https://www.bicikel.com/	(45.8133113, 14.4808369)
468	National	Palestine, State of	PS	Arabic	ar	ikhwanonline	Middle East	General News	ikhwan online	webnews	http://www.ikhwanonline.com/	(31.94696655, 35.27386547291496)
469	National	Romania	RO	Romanian	ro	promptmedia	European Union	General News	promptmedia	webnews	http://www.promptmedia.ro/stiri	(45.9852129, 24.6859225)
470	International	Mexico	MX	Spanish	es	milenio	North America	General News	Milenio	webnews	https://www.milenio.com/	(26.01205035, -98.4925218511749)
471	National	Brazil	BR	Portuguese	pt	epbr	South America	General News	E&P Brasil	webnews	http://epbr.com.br/	(-29.702854000000002, -53.75178148534488)
472	National	Italy	IT	Italian	it	ustation	European Union	General News	Ustation	webnews	https://ustation.it/	(42.6384261, 12.674297)
473	National	Hungary	HU	Hungarian	hu	duol	European Union	General News	Dunaujvarosi Hirlap	webnews	https://www.duol.hu/	(47.1817585, 19.5060937)
474	National	Germany	DE	German	de	fuldaerzeitung	European Union	General News	Fuldaer Zeitung	webnews	http://www.fuldaerzeitung.de/	(50.547152, 9.7060936)
475	National	Sweden	SE	Swedish	sv	arbetarskydd	European Union	General News	Arbetarskydd	webnews	http://www.arbetarskydd.se/	(59.6749712, 14.5208584)
476	National	Peru	PE	Spanish	es	atv	South America	General News	ATV	webnews	http://www.atv.pe/	(-12.1015454, -77.03230860840503)
477	National	Ireland	IE	Irish	ga	tg4-ie-en	European Union	General News	TG4 - Irish language television channel - English	TVRadio	https://www.tg4.ie/en/	(52.865196, -7.9794599)
478	National	USA	US	English	en	Whitehouse	North America	General News	WhiteHouse.gov	webnews	https://www.whitehouse.gov/	(39.7837304, -100.4458825)
479	National	Brazil	BR	Portuguese	pt	opopular	South America	General News	opopular	webnews	https://www.opopular.com.br/	(-10.3333333, -53.2)
480	Regional	Cambodia	KH	English	en	akp-en	Asia	General News	Agence Kampuchea Press (english)	webnews	http://akp.gov.kh/	(13.5066394, 104.869423)
481	National	United Kingdom	GB	English	en	expatica	Europe Other	General News	Expatica	webnews	https://www.expatica.com/uk/	(54.7023545, -3.2765753)
482	National	China	CN	Esperanto	eo	espero-cn	Asia	General News	El Popola Ĉinio	webnews	http://www.espero.com.cn/	(35.000074, 104.999927)
483	National	Denmark	DK	Danish	da	tvsyd	European Union	General News	tvsyd	webnews	http://www.tvsyd.dk/	(55.670249, 10.3333283)
484	National	Brazil	BR	English	en	mercopress	South America	General News	MercoPress	webnews	http://en.mercopress.com/	(-10.3333333, -53.2)
485	National	USA	US	English	en	tampabay	North America	General News	Tampa Bay Times	webnews	https://www.tampabay.com/	(27.952198699999997, -82.46237752928721)
486	Regional	France	FR	French	fr	IDF	European Union	General News	Région Île-de-France	webnews	https://www.iledefrance.fr/	(47.2107959, -1.5259477)
487	National	Myanmar	MM	English	en	statecounsellor	Asia	General News	statecounsellor	webnews	http://www.statecounsellor.gov.mm/en/	(17.1750495, 95.9999652)
488	National	Belgium	BE	English	en	connectedautomateddriving	European Union	General News	Actualités de l'ULB	webnews	https://connectedautomateddriving.eu/	(50.6402809, 4.6667145)
489	National	Iran	IR	Arabic	ar	almoslim	Middle East	General News	almoslim	webnews	http://almoslim.net	(32.6475314, 54.5643516)
490	National	Canada	CA	English	en	geek	North America	General News	geek - site under maintenance	webnews	https://www.geek.com/	(61.0666922, -107.9917071)
491	National	France	FR	French	fr	leconomistemaghrebin	European Union	General News	L'Economiste Maghrébin	webnews	http://www.leconomistemaghrebin.com/	(46.603354, 1.8883335)
492	Local	Italy	IT	Italian	it	magaze	European Union	General News	Magaze	webnews	http://www.magaze.it/wps/	(42.6384261, 12.674297)
493	International	United Kingdom	GB	English	en	lse-uk	Europe Other	General News	migration NGO3 - LSE UK	webnews	http://www.lse.ac.uk/ideas/	(54.7023545, -3.2765753)
494	National	Albania	AL	Albanian	sq	asp	EU Candidate	General News	Policia e shtetit	webnews	https://www.asp.gov.al/	(41.3239679, 19.8132951)
495	National	Chile	CL	Spanish	es	duna	South America	General News	Duna	webnews	http://www.duna.cl/	(-27.3166145, -70.42270764922945)
496	National	Sweden	SE	Swedish	sv	arbetsformedlingen	European Union	General News	Arbetsförmedlingen	webnews	http://www.arbetsformedlingen.se/	(59.3366787, 18.0632707)
497	National	USA	US	English	en	mapillary	North America	General News	Mapillary	webnews	https://blog.mapillary.com/	(39.7837304, -100.4458825)
498	National	Bolivia	BO	Spanish	es	defensoria	South America	General News	La Defensoría del Pueblo	webnews	https://www.defensoria.gob.bo/	(-16.5026431, -68.1361003)
499	National	Morocco	MA	Arabic	ar	hibapress	Africa	General News	hibapress	webnews	http://hibapress.com/	(31.1728205, -7.3362482)
500	National	Georgia	GE	Georgian	ka	mkhare	Asia	General News	mkhare	webnews	https://www.mkhare.ge/ka	(41.6809707, 44.0287382)
501	National	Morocco	MA	French	fr	lematin	Africa	General News	Le matin	webnews	http://www.lematin.ma/	(32.1024424, -1.2186383)
502	Regional	Italy	IT	Italian	it	ecodisicilia	European Union	General News	EcoDiSicilia	webnews	http://www.ecodisicilia.com/	(42.6384261, 12.674297)
503	National	Russia	RU	Russian	ru	newizv	Asia	General News	newizv	webnews	https://newizv.ru/	(64.6863136, 97.7453061)
504	National	Netherlands	NL	Dutch	nl	at5	European Union	General News	AT 5	webnews	https://www.at5.nl/	(51.4761416, 5.4229649)
505	National	Germany	DE	German	de	polizei-bw	European Union	General News	Polizei Baden-Württemberg	webnews	https://www.polizei-bw.de/	(48.6095029, 9.0977725)
506	National	Argentina	AR	Spanish	es	ecosdiariosweb	South America	General News	Ecos Diarios Necochea	webnews	http://elecos.com.ar/	(-34.9964963, -64.9672817)
507	National	Paraguay	PY	Spanish	es	arp	South America	General News	Asociacion Rural Paraguaya	webnews	http://www.arp.org.py/	(-23.3165935, -58.1693445)
508	National	Bulgaria	BG	Bulgarian	bg	duma	European Union	General News	duma	webnews	https://duma.bg/	(42.6073975, 25.4856617)
509	National	Italy	IT	Italian	it	casaemutui	European Union	General News	CasaeMutui	webnews	http://www.casaemutui.net/	(42.6384261, 12.674297)
510	National	Colombia	CO	Spanish	es	lanacion-co	South America	General News	La Nación	webnews	http://www.lanacion.com.co/	(4.593705249999999, -74.07701259633858)
511	National	USA	US	English	en	themediahq	North America	General News	The Media HQ	webnews	https://themediahq.com/	(40.7750395, -90.8320824)
512	National	Germany	DE	German	de	ard	European Union	General News	ard	webnews	http://www.ard.de/home/ard/ARD_Startseite/21920/index.html	(50.97213385, 6.857421310898107)
513	National	USA	US	English	en	arc	North America	General News	American Institute of Aeronautics and Astronautics	webnews	https://arc.aiaa.org/	(39.7837304, -100.4458825)
514	National	United Kingdom	GB	English	en	nature-cddiscovery	Europe Other	General News	Nature - Cell Death Discovery	webnews	https://www.nature.com/cddiscovery/	(54.7023545, -3.2765753)
515	National	USA	US	English	en	eurweb	North America	General News	EURweb	webnews	http://www.eurweb.com/	(39.7837304, -100.4458825)
516	National	France	FR	French	fr	rue89	European Union	General News	rue 89	webnews	https://www.nouvelobs.com/rue89/	(47.152739, 0.3871576)
517	Local	Italy	IT	Italian	it	ottopagine	European Union	General News	Otto Pagine	webnews	http://www.ottopagine.it/	(42.6384261, 12.674297)
518	National	Singapore	SG	English	en	theonlinecitizen	Asia	General News	The Online Citizen	webnews	https://www.theonlinecitizen.com/	(1.357107, 103.8194992)
519	National	Iraq	IQ	Arabic	ar	alsharqiya	Middle East	General News	al-Sharqiya Satellite Channel	webnews	https://www.alsharqiya.com/ar	(33.0955793, 44.1749775)
520	Local	Hungary	HU	Hungarian	hu	pecsiujsag	European Union	General News	Pécsi Újság	webnews	http://www.pecsiujsag.hu/	(47.1817585, 19.5060937)
521	National	Netherlands	NL	Dutch	nl	accountant	European Union	General News	De Accountant	webnews	https://www.accountant.nl/	(52.5001698, 5.7480821)
522	National	Austria	AT	German	de	svh-salzburger-fenster-magazin	European Union	General News	Salzburger Fenster Magazin	webnews	https://www.svh.at/salzburger-fenster-magazin/	(47.2000338, 13.199959)
523	Local	Italy	IT	Italian	it	parmaonline	European Union	General News	Gazzetta di Parma	webnews	https://www.parmaonline.info/	(44.8075733, 10.3278909)
524	National	Italy	IT	Italian	it	istat	European Union	General News	ISTAT	webnews	http://www.istat.it/it/	(43.7706428, 11.262857)
525	National	Georgia	GE	Russian	ru	aiaaira	Asia	General News	aiaaira	webnews	https://aiaaira.com/	(42.9972081, 41.0019593)
526	National	USA	US	English	en	campustechnology	North America	General News	Campus Technology	webnews	https://campustechnology.com/Home.aspx	(44.8826086, -91.89481354497774)
527	Regional	Italy	IT	Italian	it	imolaoggi	European Union	General News	Quotidiano di Imola	webnews	http://www.imolaoggi.it/	(42.6384261, 12.674297)
528	National	Paraguay	PY	Spanish	es	hoy-PY	South America	General News	Hoy	webnews	http://www.hoy.com.py/	(-23.3165935, -58.1693445)
529	National	Sweden	SE	Swedish	sv	Juridik	European Union	General News	Juridik	webnews	http://www.ijuridik.se/	(56.2114734, 15.275732)
530	National	Estonia	EE	German	de	baltische-rundschau	European Union	General News	Die Baltische Rundschau	webnews	https://baltische-rundschau.eu/	(58.7523778, 25.3319078)
531	Regional	Germany	DE	German	de	an-online	European Union	General News	Aachener Nachrichten	webnews	https://www.aachener-nachrichten.de/	(51.0834196, 10.4234469)
532	National	Vietnam	VN	English	en	vov-vn	Asia	General News	Viet Tan	webnews	https://english.vov.vn/	(10.6559542, 107.0384899)
533	National	Indonesia	ID	Indonesian	id	bisnis	Asia	General News	Bisnis	webnews	http://www.bisnis.com/	(-6.2060792, 106.8158817)
534	National	Russia	RU	Russian	ru	apn	Asia	General News	apn	webnews	http://www.apn.ru	(59.7449004, 29.6212971)
535	National	Sweden	SE	Swedish	sv	transportforetagen	European Union	General News	transportforetagen	webnews	http://www.transportforetagen.se/	(59.6749712, 14.5208584)
536	National	USA	US	English	en	apf	North America	General News	Association of professional futurists	webnews	https://apf.org/	(39.7837304, -100.4458825)
537	National	Italy	IT	Italian	it	civonline	European Union	General News	civonline	webnews	http://www.civonline.it/	(42.6384261, 12.674297)
538	National	France	FR	French	fr	le-journal-de-l-orne	European Union	General News	Le Journal de l'Orne	webnews	https://actu.fr/le-journal-de-l-orne/	(46.603354, 1.8883335)
539	International	Austria	AT	German	de	apa	European Union	General News	Austrian Press Agency	webnews	https://apa.at/	(48.198552649999996, 16.360663522889624)
540	National	Russia	RU	Russian	ru	baikal-daily	Asia	General News	Baikal Daily	webnews	http://www.baikal-daily.ru/index.php	(64.6863136, 97.7453061)
541	National	Argentina	AR	Spanish	es	entrerios	South America	General News	entrerios	webnews	https://www.entrerios.gov.ar/portal/	(-31.1343384, -60.9869617)
542	International	United Kingdom	GB	Spanish	es	bbc-es	Europe Other	General News	BBC	webnews	http://www.bbc.com/mundo	(51.46056275, -2.607060964910542)
543	National	St. Lucia	LC	English	en	caribbeannewsglobal	Central America	General News	Caribbean News Global | Caribbean Affairs, News, Regional Coverage	webnews	https://www.caribbeannewsglobal.com/	(13.8250489, -60.975036)
544	National	Sweden	SE	Swedish	sv	esbri	European Union	General News	esbri	webnews	http://www.esbri.se/	(59.6749712, 14.5208584)
545	National	USA	US	Norwegian	no	today-uic	North America	General News	UIC Today	webnews	https://today.uic.edu/	(39.7837304, -100.4458825)
546	National	Sweden	SE	Swedish	sv	spsm	European Union	General News	Svenska Kyrkan	webnews	https://www.spsm.se/	(59.3063475, 18.0344906)
547	National	Sweden	SE	Swedish	sv	industriarbetsgivarna	European Union	General News	Industri Arbetsgivarna	webnews	http://www.industriarbetsgivarna.se/	(59.6749712, 14.5208584)
548	National	Ukraine	UA	English	en	koztimes	Europe Other	General News	The Koz Times	webnews	https://koztimes.com/	(49.4871968, 31.2718321)
549	National	Greece	GR	Modern Greek (1453-)	el	huffingtonpost	European Union	General News	The Huffington Post	webnews	https://www.huffingtonpost.gr/	(38.9953683, 21.9877132)
550	National	Estonia	EE	Estonian	et	maaleht	European Union	General News	Maaleht - Esileht	webnews	https://maaleht.delfi.ee/	(58.7523778, 25.3319078)
